"time","A-series"
2021-08-19 09:16:54,31.0
2021-08-19 21:16:54,31.2
2021-08-20 09:16:54,31.5
2021-08-20 21:16:54,31.4
2021-08-21 09:16:54,31.0
2021-08-21 21:16:54,30.6
2021-08-22 09:16:54,30.8
2021-08-22 21:16:54,30.5
2021-08-23 09:16:54,30.6
2021-08-23 21:16:54,30.5
2021-08-24 09:16:54,30.8
2021-08-24 21:16:54,30.9
2021-08-25 09:16:54,31.2
2021-08-25 21:16:54,31.5
2021-08-26 09:16:54,31.8
2021-08-26 21:16:54,32.1
2021-08-27 09:16:54,31.7
2021-08-27 21:16:54,31.9
2021-08-28 09:16:54,32.1
2021-08-28 21:16:54,32.2
2021-08-29 09:16:54,32.1
2021-08-29 21:16:54,32.0
2021-08-30 09:16:54,32.4
2021-08-30 21:16:54,32.9
2021-08-31 09:16:54,33.2
2021-08-31 21:16:54,32.9
2021-09-01 09:16:54,32.4
2021-09-01 21:16:54,31.9
2021-09-02 09:16:54,31.5
2021-09-02 21:16:54,31.2
2021-09-03 09:16:54,31.6
2021-09-03 21:16:54,31.5
2021-09-04 09:16:54,31.8
2021-09-04 21:16:54,31.6
2021-09-05 09:16:54,31.5
2021-09-05 21:16:54,31.1
2021-09-06 09:16:54,31.1
2021-09-06 21:16:54,31.5
2021-09-07 09:16:54,31.4
2021-09-07 21:16:54,31.5
2021-09-08 09:16:54,31.9
2021-09-08 21:16:54,31.6
2021-09-09 09:16:54,31.8
2021-09-09 21:16:54,31.3
2021-09-10 09:16:54,31.3
2021-09-10 21:16:54,31.2
2021-09-11 09:16:54,30.9
2021-09-11 21:16:54,30.9
2021-09-12 09:16:54,31.3
2021-09-12 21:16:54,31.7
2021-09-13 09:16:54,32.1
2021-09-13 21:16:54,32.0
2021-09-14 09:16:54,32.4
2021-09-14 21:16:54,32.1
2021-09-15 09:16:54,31.7
2021-09-15 21:16:54,31.9
2021-09-16 09:16:54,32.1
2021-09-16 21:16:54,32.1
2021-09-17 09:16:54,32.1
2021-09-17 21:16:54,31.8
2021-09-18 09:16:54,31.9
2021-09-18 21:16:54,32.0
2021-09-19 09:16:54,32.0
2021-09-19 21:16:54,32.1
2021-09-20 09:16:54,32.1
2021-09-20 21:16:54,32.1
2021-09-21 09:16:54,31.8
2021-09-21 21:16:54,31.9
2021-09-22 09:16:54,32.4
2021-09-22 21:16:54,32.1
2021-09-23 09:16:54,32.0
2021-09-23 21:16:54,31.5
2021-09-24 09:16:54,31.8
2021-09-24 21:16:54,31.8
2021-09-25 09:16:54,32.2
2021-09-25 21:16:54,32.6
2021-09-26 09:16:54,32.5
2021-09-26 21:16:54,33.0
2021-09-27 09:16:54,33.1
2021-09-27 21:16:54,33.5
2021-09-28 09:16:54,33.4
2021-09-28 21:16:54,33.8
2021-09-29 09:16:54,34.0
2021-09-29 21:16:54,33.8
2021-09-30 09:16:54,33.4
2021-09-30 21:16:54,33.7
2021-10-01 09:16:54,33.7
2021-10-01 21:16:54,34.1
2021-10-02 09:16:54,34.4
2021-10-02 21:16:54,34.9
2021-10-03 10:16:54,34.9
2021-10-03 22:16:54,35.1
2021-10-04 10:16:54,35.5
2021-10-04 22:16:54,35.6
2021-10-05 10:16:54,36.1
2021-10-05 22:16:54,36.3
2021-10-06 10:16:54,36.6
2021-10-06 22:16:54,37.0
2021-10-07 10:16:54,37.4
2021-10-07 22:16:54,37.0
2021-10-08 10:16:54,36.6
2021-10-08 22:16:54,36.2
2021-10-09 10:16:54,36.0
2021-10-09 22:16:54,36.2
2021-10-10 10:16:54,35.7
2021-10-10 22:16:54,35.5
2021-10-11 10:16:54,35.4
2021-10-11 22:16:54,35.3
2021-10-12 10:16:54,35.5
2021-10-12 22:16:54,35.9
2021-10-13 10:16:54,36.3
2021-10-13 22:16:54,36.6
2021-10-14 10:16:54,36.4
2021-10-14 22:16:54,36.4
2021-10-15 10:16:54,36.0
2021-10-15 22:16:54,35.6
2021-10-16 10:16:54,35.1
2021-10-16 22:16:54,34.7
2021-10-17 10:16:54,35.1
2021-10-17 22:16:54,35.5
2021-10-18 10:16:54,36.0
2021-10-18 22:16:54,36.4
2021-10-19 10:16:54,36.5
2021-10-19 22:16:54,36.6
2021-10-20 10:16:54,36.8
2021-10-20 22:16:54,37.2
2021-10-21 10:16:54,37.2
2021-10-21 22:16:54,37.3
2021-10-22 10:16:54,36.9
2021-10-22 22:16:54,37.1
2021-10-23 10:16:54,36.8
2021-10-23 22:16:54,37.2
2021-10-24 10:16:54,37.4
2021-10-24 22:16:54,37.0
2021-10-25 10:16:54,36.7
2021-10-25 22:16:54,36.4
2021-10-26 10:16:54,36.0
2021-10-26 22:16:54,36.0
2021-10-27 10:16:54,35.6
2021-10-27 22:16:54,36.0
2021-10-28 10:16:54,36.2
2021-10-28 22:16:54,36.7
2021-10-29 10:16:54,36.3
2021-10-29 22:16:54,36.0
2021-10-30 10:16:54,36.5
2021-10-30 22:16:54,36.1
2021-10-31 10:16:54,36.5
2021-10-31 22:16:54,36.1
2021-11-01 10:16:54,36.3
2021-11-01 22:16:54,36.5
2021-11-02 10:16:54,36.4
2021-11-02 22:16:54,36.8
2021-11-03 10:16:54,36.8
2021-11-03 22:16:54,36.7
2021-11-04 10:16:54,36.8
2021-11-04 22:16:54,36.7
2021-11-05 10:16:54,36.8
2021-11-05 22:16:54,36.5
2021-11-06 10:16:54,36.6
2021-11-06 22:16:54,36.5
2021-11-07 10:16:54,36.0
2021-11-07 22:16:54,36.4
2021-11-08 10:16:54,36.1
2021-11-08 22:16:54,35.7
2021-11-09 10:16:54,35.5
2021-11-09 22:16:54,35.9
2021-11-10 10:16:54,36.0
2021-11-10 22:16:54,36.2
2021-11-11 10:16:54,36.6
2021-11-11 22:16:54,36.5
2021-11-12 10:16:54,36.3
2021-11-12 22:16:54,36.4
2021-11-13 10:16:54,36.7
2021-11-13 22:16:54,37.1
2021-11-14 10:16:54,36.9
2021-11-14 22:16:54,36.4
2021-11-15 10:16:54,36.2
2021-11-15 22:16:54,36.1
2021-11-16 10:16:54,36.4
2021-11-16 22:16:54,36.6
2021-11-17 10:16:54,37.1
2021-11-17 22:16:54,37.4
2021-11-18 10:16:54,36.9
2021-11-18 22:16:54,36.5
2021-11-19 10:16:54,36.3
2021-11-19 22:16:54,36.2
2021-11-20 10:16:54,36.7
2021-11-20 22:16:54,36.5
2021-11-21 10:16:54,36.0
2021-11-21 22:16:54,35.7
2021-11-22 10:16:54,35.2
2021-11-22 22:16:54,35.2
2021-11-23 10:16:54,35.0
2021-11-23 22:16:54,34.8
2021-11-24 10:16:54,35.1
2021-11-24 22:16:54,34.8
2021-11-25 10:16:54,35.2
2021-11-25 22:16:54,34.8
2021-11-26 10:16:54,34.8
2021-11-26 22:16:54,35.2
2021-11-27 10:16:54,35.6
2021-11-27 22:16:54,35.2
2021-11-28 10:16:54,35.7
2021-11-28 22:16:54,35.8
2021-11-29 10:16:54,35.9
2021-11-29 22:16:54,35.5
2021-11-30 10:16:54,35.6
2021-11-30 22:16:54,35.4
2021-12-01 10:16:54,34.9
2021-12-01 22:16:54,34.7
2021-12-02 10:16:54,35.1
2021-12-02 22:16:54,35.0
2021-12-03 10:16:54,34.7
2021-12-03 22:16:54,35.0
2021-12-04 10:16:54,34.6
2021-12-04 22:16:54,34.5
2021-12-05 10:16:54,34.4
2021-12-05 22:16:54,34.1
2021-12-06 10:16:54,33.8
2021-12-06 22:16:54,33.7
2021-12-07 10:16:54,34.1
2021-12-07 22:16:54,34.2
2021-12-08 10:16:54,34.5
2021-12-08 22:16:54,34.5
2021-12-09 10:16:54,34.1
2021-12-09 22:16:54,34.5
2021-12-10 10:16:54,34.4
2021-12-10 22:16:54,34.3
2021-12-11 10:16:54,34.0
2021-12-11 22:16:54,34.1
2021-12-12 10:16:54,34.2
2021-12-12 22:16:54,33.7
2021-12-13 10:16:54,33.3
2021-12-13 22:16:54,33.3
2021-12-14 10:16:54,32.9
2021-12-14 22:16:54,32.9
2021-12-15 10:16:54,32.5
2021-12-15 22:16:54,32.4
2021-12-16 10:16:54,32.8
2021-12-16 22:16:54,32.6
2021-12-17 10:16:54,32.9
2021-12-17 22:16:54,33.2
2021-12-18 10:16:54,33.2
2021-12-18 22:16:54,33.6
2021-12-19 10:16:54,33.6
2021-12-19 22:16:54,33.6
2021-12-20 10:16:54,33.5
2021-12-20 22:16:54,33.7
2021-12-21 10:16:54,33.5
2021-12-21 22:16:54,33.1
2021-12-22 10:16:54,33.6
2021-12-22 22:16:54,33.4
2021-12-23 10:16:54,33.4
2021-12-23 22:16:54,33.9
2021-12-24 10:16:54,34.1
2021-12-24 22:16:54,34.1
2021-12-25 10:16:54,34.2
2021-12-25 22:16:54,34.0
2021-12-26 10:16:54,34.2
2021-12-26 22:16:54,34.2
2021-12-27 10:16:54,34.7
2021-12-27 22:16:54,35.0
2021-12-28 10:16:54,35.3
2021-12-28 22:16:54,35.7
2021-12-29 10:16:54,36.1
2021-12-29 22:16:54,36.1
2021-12-30 10:16:54,35.9
2021-12-30 22:16:54,35.4
2021-12-31 10:16:54,35.1
2021-12-31 22:16:54,34.6
2022-01-01 10:16:54,34.9
2022-01-01 22:16:54,35.0
2022-01-02 10:16:54,34.9
2022-01-02 22:16:54,34.5
2022-01-03 10:16:54,34.3
2022-01-03 22:16:54,34.1
2022-01-04 10:16:54,34.3
2022-01-04 22:16:54,34.8
2022-01-05 10:16:54,34.7
2022-01-05 22:16:54,35.1
2022-01-06 10:16:54,34.6
2022-01-06 22:16:54,35.1
2022-01-07 10:16:54,34.9
2022-01-07 22:16:54,34.4
2022-01-08 10:16:54,34.4
2022-01-08 22:16:54,34.7
2022-01-09 10:16:54,34.4
2022-01-09 22:16:54,34.1
2022-01-10 10:16:54,33.7
2022-01-10 22:16:54,33.6
2022-01-11 10:16:54,33.7
2022-01-11 22:16:54,33.3
2022-01-12 10:16:54,32.9
2022-01-12 22:16:54,33.1
2022-01-13 10:16:54,33.5
2022-01-13 22:16:54,33.6
2022-01-14 10:16:54,34.0
2022-01-14 22:16:54,33.5
2022-01-15 10:16:54,33.2
2022-01-15 22:16:54,33.5
2022-01-16 10:16:54,33.4
2022-01-16 22:16:54,33.4
2022-01-17 10:16:54,33.4
2022-01-17 22:16:54,33.0
2022-01-18 10:16:54,32.9
2022-01-18 22:16:54,32.8
2022-01-19 10:16:54,32.5
2022-01-19 22:16:54,32.9
2022-01-20 10:16:54,33.1
2022-01-20 22:16:54,32.7
2022-01-21 10:16:54,32.3
2022-01-21 22:16:54,32.4
2022-01-22 10:16:54,32.3
2022-01-22 22:16:54,32.0
2022-01-23 10:16:54,32.0
2022-01-23 22:16:54,32.3
2022-01-24 10:16:54,32.0
2022-01-24 22:16:54,31.6
2022-01-25 10:16:54,31.9
2022-01-25 22:16:54,31.7
2022-01-26 10:16:54,31.7
2022-01-26 22:16:54,32.0
2022-01-27 10:16:54,32.3
2022-01-27 22:16:54,32.5
2022-01-28 10:16:54,32.5
2022-01-28 22:16:54,32.4
2022-01-29 10:16:54,32.2
2022-01-29 22:16:54,32.2
2022-01-30 10:16:54,32.4
2022-01-30 22:16:54,32.8
2022-01-31 10:16:54,32.5
2022-01-31 22:16:54,32.9
2022-02-01 10:16:54,32.6
2022-02-01 22:16:54,32.7
2022-02-02 10:16:54,33.0
2022-02-02 22:16:54,33.2
2022-02-03 10:16:54,32.9
2022-02-03 22:16:54,33.3
2022-02-04 10:16:54,33.4
2022-02-04 22:16:54,33.8
2022-02-05 10:16:54,33.3
2022-02-05 22:16:54,33.2
2022-02-06 10:16:54,33.5
2022-02-06 22:16:54,33.5
2022-02-07 10:16:54,33.9
2022-02-07 22:16:54,33.9
2022-02-08 10:16:54,33.8
2022-02-08 22:16:54,34.0
2022-02-09 10:16:54,34.3
2022-02-09 22:16:54,34.6
2022-02-10 10:16:54,34.4
2022-02-10 22:16:54,34.8
2022-02-11 10:16:54,35.1
2022-02-11 22:16:54,34.6
2022-02-12 10:16:54,35.0
2022-02-12 22:16:54,35.5
2022-02-13 10:16:54,35.2
2022-02-13 22:16:54,35.1
2022-02-14 10:16:54,35.2
2022-02-14 22:16:54,34.8
2022-02-15 10:16:54,34.4
2022-02-15 22:16:54,34.7
2022-02-16 10:16:54,34.6
2022-02-16 22:16:54,34.3
2022-02-17 10:16:54,34.3
2022-02-17 22:16:54,33.8
2022-02-18 10:16:54,33.8
2022-02-18 22:16:54,34.1
2022-02-19 10:16:54,34.3
2022-02-19 22:16:54,34.3
2022-02-20 10:16:54,34.4
2022-02-20 22:16:54,34.3
2022-02-21 10:16:54,33.8
2022-02-21 22:16:54,34.3
2022-02-22 10:16:54,34.2
2022-02-22 22:16:54,34.5
2022-02-23 10:16:54,34.5
2022-02-23 22:16:54,34.3
2022-02-24 10:16:54,34.6
2022-02-24 22:16:54,34.7
2022-02-25 10:16:54,34.6
2022-02-25 22:16:54,34.7
2022-02-26 10:16:54,34.5
2022-02-26 22:16:54,34.7
2022-02-27 10:16:54,34.3
2022-02-27 22:16:54,34.1
2022-02-28 10:16:54,34.4
2022-02-28 22:16:54,34.4
2022-03-01 10:16:54,34.0
2022-03-01 22:16:54,33.7
2022-03-02 10:16:54,33.4
2022-03-02 22:16:54,33.1
2022-03-03 10:16:54,33.1
2022-03-03 22:16:54,32.6
2022-03-04 10:16:54,32.6
2022-03-04 22:16:54,33.1
2022-03-05 10:16:54,33.2
2022-03-05 22:16:54,33.3
2022-03-06 10:16:54,33.5
2022-03-06 22:16:54,33.4
2022-03-07 10:16:54,33.1
2022-03-07 22:16:54,33.4
2022-03-08 10:16:54,33.5
2022-03-08 22:16:54,33.8
2022-03-09 10:16:54,34.2
2022-03-09 22:16:54,34.3
2022-03-10 10:16:54,34.7
2022-03-10 22:16:54,34.6
2022-03-11 10:16:54,34.4
2022-03-11 22:16:54,34.7
2022-03-12 10:16:54,34.7
2022-03-12 22:16:54,34.9
2022-03-13 10:16:54,34.5
2022-03-13 22:16:54,34.1
2022-03-14 10:16:54,34.5
2022-03-14 22:16:54,34.8
2022-03-15 10:16:54,34.5
2022-03-15 22:16:54,34.3
2022-03-16 10:16:54,33.8
2022-03-16 22:16:54,33.5
2022-03-17 10:16:54,33.6
2022-03-17 22:16:54,33.3
2022-03-18 10:16:54,33.5
2022-03-18 22:16:54,33.9
2022-03-19 10:16:54,34.1
2022-03-19 22:16:54,33.9
2022-03-20 10:16:54,34.1
2022-03-20 22:16:54,34.1
2022-03-21 10:16:54,34.6
2022-03-21 22:16:54,34.2
2022-03-22 10:16:54,34.6
2022-03-22 22:16:54,34.4
2022-03-23 10:16:54,34.0
2022-03-23 22:16:54,34.2
2022-03-24 10:16:54,34.1
2022-03-24 22:16:54,34.5
2022-03-25 10:16:54,34.2
2022-03-25 22:16:54,34.1
2022-03-26 10:16:54,34.6
2022-03-26 22:16:54,34.3
2022-03-27 10:16:54,33.9
2022-03-27 22:16:54,34.3
2022-03-28 10:16:54,34.6
2022-03-28 22:16:54,34.3
2022-03-29 10:16:54,33.9
2022-03-29 22:16:54,34.3
2022-03-30 10:16:54,34.1
2022-03-30 22:16:54,34.5
2022-03-31 10:16:54,34.5
2022-03-31 22:16:54,35.0
2022-04-01 10:16:54,34.9
2022-04-01 22:16:54,34.4
2022-04-02 10:16:54,34.3
2022-04-02 22:16:54,34.6
2022-04-03 09:16:54,34.4
2022-04-03 21:16:54,34.8
2022-04-04 09:16:54,34.9
2022-04-04 21:16:54,35.0
2022-04-05 09:16:54,35.3
2022-04-05 21:16:54,35.3
2022-04-06 09:16:54,35.5
2022-04-06 21:16:54,35.2
2022-04-07 09:16:54,34.9
2022-04-07 21:16:54,35.3
2022-04-08 09:16:54,35.1
2022-04-08 21:16:54,35.0
2022-04-09 09:16:54,35.0
2022-04-09 21:16:54,35.0
2022-04-10 09:16:54,35.4
2022-04-10 21:16:54,35.3
2022-04-11 09:16:54,35.3
2022-04-11 21:16:54,35.6
2022-04-12 09:16:54,35.9
2022-04-12 21:16:54,36.3
2022-04-13 09:16:54,36.7
2022-04-13 21:16:54,37.1
2022-04-14 09:16:54,37.3
2022-04-14 21:16:54,36.9
2022-04-15 09:16:54,37.0
2022-04-15 21:16:54,37.4
2022-04-16 09:16:54,37.8
2022-04-16 21:16:54,37.8
2022-04-17 09:16:54,37.9
2022-04-17 21:16:54,37.7
2022-04-18 09:16:54,37.7
2022-04-18 21:16:54,38.1
2022-04-19 09:16:54,38.0
2022-04-19 21:16:54,38.1
2022-04-20 09:16:54,38.3
2022-04-20 21:16:54,38.0
2022-04-21 09:16:54,37.5
2022-04-21 21:16:54,37.7
2022-04-22 09:16:54,37.5
2022-04-22 21:16:54,37.4
2022-04-23 09:16:54,37.8
2022-04-23 21:16:54,38.2
2022-04-24 09:16:54,38.4
2022-04-24 21:16:54,38.5
2022-04-25 09:16:54,38.6
2022-04-25 21:16:54,39.0
2022-04-26 09:16:54,38.9
2022-04-26 21:16:54,39.0
2022-04-27 09:16:54,38.6
2022-04-27 21:16:54,38.9
2022-04-28 09:16:54,38.6
2022-04-28 21:16:54,38.2
2022-04-29 09:16:54,38.3
2022-04-29 21:16:54,37.8
2022-04-30 09:16:54,37.4
2022-04-30 21:16:54,37.8
2022-05-01 09:16:54,37.8
2022-05-01 21:16:54,38.0
2022-05-02 09:16:54,38.5
2022-05-02 21:16:54,38.1
2022-05-03 09:16:54,38.5
2022-05-03 21:16:54,38.6
2022-05-04 09:16:54,38.4
2022-05-04 21:16:54,38.1
2022-05-05 09:16:54,38.5
2022-05-05 21:16:54,38.6
2022-05-06 09:16:54,38.3
2022-05-06 21:16:54,37.9
2022-05-07 09:16:54,37.9
2022-05-07 21:16:54,37.9
2022-05-08 09:16:54,37.6
2022-05-08 21:16:54,37.3
2022-05-09 09:16:54,37.3
2022-05-09 21:16:54,37.4
2022-05-10 09:16:54,37.5
2022-05-10 21:16:54,37.8
2022-05-11 09:16:54,37.5
2022-05-11 21:16:54,37.0
2022-05-12 09:16:54,37.1
2022-05-12 21:16:54,36.7
2022-05-13 09:16:54,36.5
2022-05-13 21:16:54,36.2
2022-05-14 09:16:54,35.9
2022-05-14 21:16:54,35.9
2022-05-15 09:16:54,35.7
2022-05-15 21:16:54,35.8
2022-05-16 09:16:54,36.2
2022-05-16 21:16:54,36.1
2022-05-17 09:16:54,35.8
2022-05-17 21:16:54,36.2
2022-05-18 09:16:54,36.6
2022-05-18 21:16:54,36.9
2022-05-19 09:16:54,37.2
2022-05-19 21:16:54,37.7
2022-05-20 09:16:54,37.4
2022-05-20 21:16:54,37.7
2022-05-21 09:16:54,37.8
2022-05-21 21:16:54,37.4
2022-05-22 09:16:54,37.0
2022-05-22 21:16:54,37.5
2022-05-23 09:16:54,37.3
2022-05-23 21:16:54,37.3
2022-05-24 09:16:54,36.9
2022-05-24 21:16:54,37.3
2022-05-25 09:16:54,37.8
2022-05-25 21:16:54,38.3
2022-05-26 09:16:54,38.6
2022-05-26 21:16:54,38.2
2022-05-27 09:16:54,38.2
2022-05-27 21:16:54,38.3
2022-05-28 09:16:54,38.4
2022-05-28 21:16:54,37.9
2022-05-29 09:16:54,37.7
2022-05-29 21:16:54,38.0
2022-05-30 09:16:54,38.2
2022-05-30 21:16:54,38.6
2022-05-31 09:16:54,38.7
2022-05-31 21:16:54,38.9
2022-06-01 09:16:54,39.0
2022-06-01 21:16:54,39.3
2022-06-02 09:16:54,39.7
2022-06-02 21:16:54,39.7
2022-06-03 09:16:54,39.5
2022-06-03 21:16:54,39.2
2022-06-04 09:16:54,39.5
2022-06-04 21:16:54,39.4
2022-06-05 09:16:54,39.5
2022-06-05 21:16:54,39.5
2022-06-06 09:16:54,39.9
2022-06-06 21:16:54,40.1
2022-06-07 09:16:54,40.1
2022-06-07 21:16:54,40.5
2022-06-08 09:16:54,40.1
2022-06-08 21:16:54,40.0
2022-06-09 09:16:54,40.3
2022-06-09 21:16:54,40.6
2022-06-10 09:16:54,40.8
2022-06-10 21:16:54,41.1
2022-06-11 09:16:54,41.4
2022-06-11 21:16:54,41.7
2022-06-12 09:16:54,41.8
2022-06-12 21:16:54,42.1
2022-06-13 09:16:54,42.5
2022-06-13 21:16:54,42.0
2022-06-14 09:16:54,42.2
2022-06-14 21:16:54,42.6
2022-06-15 09:16:54,42.1
2022-06-15 21:16:54,42.6
2022-06-16 09:16:54,42.9
2022-06-16 21:16:54,42.5
2022-06-17 09:16:54,42.8
2022-06-17 21:16:54,42.3
2022-06-18 09:16:54,42.2
2022-06-18 21:16:54,41.8
2022-06-19 09:16:54,41.6
2022-06-19 21:16:54,42.0
2022-06-20 09:16:54,42.2
2022-06-20 21:16:54,42.6
2022-06-21 09:16:54,42.8
2022-06-21 21:16:54,42.6
2022-06-22 09:16:54,42.4
2022-06-22 21:16:54,42.3
2022-06-23 09:16:54,42.3
2022-06-23 21:16:54,42.3
2022-06-24 09:16:54,42.5
2022-06-24 21:16:54,42.6
2022-06-25 09:16:54,42.6
2022-06-25 21:16:54,42.4
2022-06-26 09:16:54,42.5
2022-06-26 21:16:54,42.4
2022-06-27 09:16:54,42.2
2022-06-27 21:16:54,42.1
2022-06-28 09:16:54,42.1
2022-06-28 21:16:54,41.6
2022-06-29 09:16:54,41.5
2022-06-29 21:16:54,41.4
2022-06-30 09:16:54,41.3
2022-06-30 21:16:54,41.4
2022-07-01 09:16:54,41.5
2022-07-01 21:16:54,41.9
2022-07-02 09:16:54,41.8
2022-07-02 21:16:54,42.2
2022-07-03 09:16:54,41.9
2022-07-03 21:16:54,41.8
2022-07-04 09:16:54,41.8
2022-07-04 21:16:54,41.4
2022-07-05 09:16:54,41.9
2022-07-05 21:16:54,41.7
2022-07-06 09:16:54,41.7
2022-07-06 21:16:54,41.5
2022-07-07 09:16:54,41.6
2022-07-07 21:16:54,41.8
2022-07-08 09:16:54,41.9
2022-07-08 21:16:54,42.4
2022-07-09 09:16:54,41.9
2022-07-09 21:16:54,42.1
2022-07-10 09:16:54,41.6
2022-07-10 21:16:54,41.5
2022-07-11 09:16:54,41.1
2022-07-11 21:16:54,41.0
2022-07-12 09:16:54,40.7
2022-07-12 21:16:54,41.2
2022-07-13 09:16:54,41.2
2022-07-13 21:16:54,41.1
2022-07-14 09:16:54,41.6
2022-07-14 21:16:54,41.6
2022-07-15 09:16:54,41.6
2022-07-15 21:16:54,41.6
2022-07-16 09:16:54,41.7
2022-07-16 21:16:54,42.0
2022-07-17 09:16:54,42.4
2022-07-17 21:16:54,42.6
2022-07-18 09:16:54,42.2
2022-07-18 21:16:54,42.7
2022-07-19 09:16:54,43.0
2022-07-19 21:16:54,42.7
2022-07-20 09:16:54,42.8
2022-07-20 21:16:54,42.5
2022-07-21 09:16:54,42.1
2022-07-21 21:16:54,41.9
2022-07-22 09:16:54,42.0
2022-07-22 21:16:54,42.1
2022-07-23 09:16:54,41.9
2022-07-23 21:16:54,41.4
2022-07-24 09:16:54,41.4
2022-07-24 21:16:54,41.1
2022-07-25 09:16:54,41.2
2022-07-25 21:16:54,41.5
2022-07-26 09:16:54,41.7
2022-07-26 21:16:54,41.8
2022-07-27 09:16:54,42.0
2022-07-27 21:16:54,42.2
2022-07-28 09:16:54,42.6
2022-07-28 21:16:54,42.7
2022-07-29 09:16:54,42.4
2022-07-29 21:16:54,42.2
2022-07-30 09:16:54,42.2
2022-07-30 21:16:54,42.5
2022-07-31 09:16:54,43.0
2022-07-31 21:16:54,43.4
2022-08-01 09:16:54,43.6
2022-08-01 21:16:54,43.5
2022-08-02 09:16:54,43.0
2022-08-02 21:16:54,43.5
2022-08-03 09:16:54,43.3
2022-08-03 21:16:54,43.5
2022-08-04 09:16:54,43.1
2022-08-04 21:16:54,43.1
2022-08-05 09:16:54,43.1
2022-08-05 21:16:54,43.1
2022-08-06 09:16:54,43.4
2022-08-06 21:16:54,43.1
2022-08-07 09:16:54,42.9
2022-08-07 21:16:54,42.9
2022-08-08 09:16:54,42.9
2022-08-08 21:16:54,42.9
2022-08-09 09:16:54,43.1
2022-08-09 21:16:54,42.8
2022-08-10 09:16:54,42.4
2022-08-10 21:16:54,42.8
2022-08-11 09:16:54,43.1
2022-08-11 21:16:54,42.7
2022-08-12 09:16:54,42.7
2022-08-12 21:16:54,43.1
2022-08-13 09:16:54,43.1
2022-08-13 21:16:54,43.0
2022-08-14 09:16:54,43.0
2022-08-14 21:16:54,43.1
2022-08-15 09:16:54,43.2
2022-08-15 21:16:54,43.3
2022-08-16 09:16:54,42.9
2022-08-16 21:16:54,43.2
2022-08-17 09:16:54,42.7
2022-08-17 21:16:54,43.0
